Player,Position,Age,AP1,PB,St,wAV,DrAV,Games,Cmp,Pass_Att,Pass_Yds,Pass_TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tackles,Int,Sk
Davion Taylor,LB,22,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,31,,
Troy Pride Jr.,CB,22,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,27,,
Logan Stenberg,G,23,0,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,,,
Colby Parkinson,TE,21,0,0,0,3,3,37,0,0,0,0,0,0,0,0,32,371,2,,,
Josiah Scott,CB,21,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,37,2,1
Shaquille Quarterman,LB,22,0,0,0,3,3,46,0,0,0,0,0,0,0,0,0,0,0,28,,
Alton Robinson,DE,22,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,26,,5
Shane Lemieux,G,23,0,0,1,3,3,14,0,0,0,0,0,0,0,0,0,0,0,,,
Colton McKivitz,T,24,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,,,
Daniel Thomas,S,22,0,0,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,38,1,
Collin Johnson,WR,22,0,0,0,3,2,26,0,0,0,0,0,0,0,0,29,377,2,,,
Netane Muti,G,21,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,,
Cam Brown,LB,22,0,0,0,3,3,44,0,0,0,0,0,0,0,0,0,0,0,17,,
Blake Ferguson,LS,23,0,0,0,3,3,50,0,0,0,0,0,0,0,0,0,0,0,4,,
Shaun Bradley,LB,23,0,0,0,3,3,45,0,0,0,0,0,0,0,0,0,0,0,29,,
James Proche,WR,23,0,0,0,3,3,43,0,1,0,0,1,0,0,0,25,278,0,,,
Blake Brandel,T,23,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,,,
Isaiah Hodgins,WR,21,0,0,0,3,0,11,0,0,0,0,0,0,0,0,37,392,4,,,
Jonathan Garvin,DE,21,0,0,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,17,,1.5
Derrek Tuszka,LB,24,0,0,0,3,1,39,0,0,0,0,0,0,0,0,0,0,0,21,,2
Joejuan Williams,CB,21,0,0,0,3,3,36,0,0,0,0,0,0,0,0,0,0,0,31,,
Justin Layne,CB,21,0,0,0,3,3,52,0,0,0,0,0,0,0,0,0,0,0,32,,
Dru Samia,G,22,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,,,
Hjalte Froholdt,G,23,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,,,
Phil Haynes,G,23,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,,,
Kaden Smith,TE,22,0,0,1,3,,33,0,0,0,0,0,0,0,0,52,413,3,2,,
Kelvin Harmon,WR,22,0,0,1,3,3,16,1,1,11,0,0,0,0,0,30,365,0,2,,
Ken Webster,CB,23,0,0,0,3,,17,0,0,0,0,0,0,0,0,0,0,0,22,,
Josh Rosen,QB,21,0,0,1,3,2,24,277,513,2864,12,21,26,151,0,0,0,0,,,
Breeland Speaks,DE,22,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,15,,1.5
Duke Dawson,CB,22,0,0,0,3,,26,0,0,0,0,0,0,0,0,0,0,0,17,,
Malik Jefferson,OLB,21,0,0,0,3,1,35,0,0,0,0,0,0,0,0,0,0,0,9,,
Mark Walton,RB,21,0,0,0,3,1,21,0,0,0,0,0,67,235,0,20,130,0,4,,
Armani Watts,S,22,0,0,0,3,3,53,0,0,0,0,0,0,0,0,0,0,0,42,,2
Cornell Armstrong,CB,22,0,0,0,3,1,39,0,0,0,0,0,0,0,0,0,0,0,33,,
Peter Kalambayi,LB,23,0,0,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,17,,
Travin Howard,OLB,22,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,35,1,
Hunter Bradley,LS,24,0,0,0,3,3,58,0,0,0,0,0,0,0,0,0,0,0,1,,
Ryan Izzo,TE,22,0,0,1,3,3,19,0,0,0,0,0,0,0,0,19,313,1,,,
Nazair Jones,DT,22,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,12,1,2
Ryan Switzer,WR,22,0,0,0,3,1,41,0,0,0,0,0,10,26,0,50,321,1,,,
Ryan Glasgow,DT,23,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,21,,
Chad Hansen,WR,22,0,0,0,3,1,20,0,0,0,0,0,0,0,0,26,330,1,1,,
Blair Brown,LB,23,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,13,,0.5
Nathan Peterman,QB,23,0,0,0,3,2,13,85,160,712,4,13,22,91,1,0,0,0,,,
Treyvon Hester,DT,24,0,0,0,3,1,41,0,0,0,0,0,0,0,0,0,0,0,19,,2
Will Redmond,CB,22,0,0,0,3,,37,0,0,0,0,0,0,0,0,0,0,0,49,,
Ricardo Louis,WR,22,0,0,1,3,3,32,0,0,0,0,0,0,0,0,45,562,0,11,,
Blake Countess,CB,23,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,41,2,1
Cody Core,WR,22,0,0,0,3,3,51,0,0,0,0,0,0,0,0,33,388,1,12,,
Maurice Canady,CB,22,0,0,0,3,2,40,0,0,0,0,0,0,0,0,0,0,0,70,1,
Kevin White,WR,23,0,0,0,3,2,30,0,0,0,0,0,1,9,0,28,397,0,2,,
Jeremiah Poutasi,G,21,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,,,
Geneo Grissom,DE,23,0,0,0,3,3,37,0,0,0,0,0,0,0,0,0,0,0,7,,1
Ben Heeney,ILB,23,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,44,,2.5
Tye Smith,CB,22,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,49,1,
Kyshoen Jarrett,S,22,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,39,,
Kaelin Clay,WR,23,0,0,0,3,,22,0,0,0,0,0,3,27,0,6,85,0,1,,
Derron Smith,S,23,0,0,0,3,2,38,0,0,0,0,0,0,0,0,0,0,0,9,,
A.J. Derby,TE,23,0,0,0,3,0,25,0,0,0,0,0,0,0,0,40,452,3,1,,
Darius Kilgo,NT,23,0,0,0,3,2,29,0,0,0,0,0,0,0,0,0,0,0,11,,
Edmond Robinson,OLB,23,0,0,0,3,2,38,0,0,0,0,0,0,0,0,0,0,0,17,,
Akeem King,DB,23,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,28,,
Khyri Thornton,DT,24,0,0,0,3,,23,0,0,0,0,0,0,0,0,0,0,0,20,,1
Ka'Deem Carey,RB,21,0,0,0,3,3,37,0,0,0,0,0,111,443,2,13,131,1,1,,
Tom Savage,QB,24,0,0,1,3,3,13,181,315,2000,5,7,16,8,0,0,0,0,,,
Lorenzo Taliaferro,RB,22,0,0,0,3,3,19,0,0,0,0,0,82,339,5,16,153,0,4,,
Nat Berhe,DB,23,0,0,0,3,3,42,0,0,0,0,0,1,2,0,0,0,0,38,,1
Jeremiah George,LB,22,0,0,0,3,,37,0,0,0,0,0,0,0,0,0,0,0,27,,0.5
Ryan Carrethers,DT,23,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,29,,
Jordan Tripp,LB,23,0,0,0,3,1,37,0,0,0,0,0,0,0,0,0,0,0,14,,
Brandon Dixon,DB,24,0,0,0,3,,19,0,0,0,0,0,0,0,0,0,0,0,23,1,
Zach Moore,DE,24,0,0,0,3,1,26,0,0,0,0,0,0,0,0,0,0,0,8,,4
Arthur Brown,LB,20,0,0,0,3,2,48,0,0,0,0,0,0,0,0,0,0,0,16,,0.5
Nico Johnson,LB,23,0,0,0,3,1,18,0,0,0,0,0,0,0,0,0,0,0,13,,
Ace Sanders,WR,21,0,0,0,3,3,27,1,1,21,1,0,2,4,0,57,539,1,1,,
Khaseem Greene,LB,24,0,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,33,1,
Stepfan Taylor,RB,22,0,0,0,3,3,61,0,0,0,0,0,120,393,1,20,154,3,12,,
Corey Fuller,WR,23,0,0,0,3,3,28,0,0,0,0,0,0,0,0,18,288,1,5,,
Mike Catapano,DE,23,0,0,0,3,1,29,0,0,0,0,0,0,0,0,0,0,0,8,,2
Kyle Hamilton,SAF,21,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,46,,2
Daxton Hill,DB,21,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,11,,
Logan Hall,DE,22,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,7,,2.5
Arnold Ebiketie,DE,23,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,21,,2.5
Boye Mafe,DE,23,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,28,,3
Wan'Dale Robinson,WR,21,0,0,0,2,2,6,0,0,0,0,0,2,-1,0,23,227,1,,,
Josh Paschal,DE,22,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,10,,2
Tyquan Thornton,WR,22,0,0,1,2,2,13,0,0,0,0,0,3,16,1,22,247,2,2,,
Skyy Moore,WR,21,0,0,0,2,2,16,0,0,0,0,0,3,24,0,22,250,0,1,,
Trey McBride,TE,22,0,0,1,2,2,16,0,0,0,0,0,0,0,0,29,265,1,6,,
Sam Williams,DE,23,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,15,,4
Drake Jackson,OLB,21,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,8,1,3
Nik Bonitto,OLB,22,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,6,,1.5
Martin Emerson,CB,21,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,51,,1
Chad Muma,LB,23,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,28,,1.5
Velus Jones Jr.,WR,25,0,0,0,2,2,12,0,0,0,0,0,9,103,1,7,107,1,,,
Jelani Woods,TE,23,0,0,0,2,2,15,0,0,0,0,0,0,0,0,25,312,3,1,,
Travis Jones,DT,22,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,14,,1
Cordale Flott,CB,21,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,15,,
DeMarvin Leal,DT,22,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,8,,
Terrel Bernard,LB,23,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,11,,
Nick Cross,DB,20,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,11,,
David Bell,WR,21,0,0,0,2,2,16,0,0,0,0,0,0,0,0,24,214,0,1,,
Myjai Sanders,DE,24,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,17,,3
Coby Bryant,CB,23,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,52,,2
Daniel Faalele,T,22,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,
Max Mitchell,T,22,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,
Jack Jones,DB,24,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,25,2,
Jake Ferguson,TE,23,0,0,0,2,2,16,0,0,0,0,0,0,0,0,19,174,2,1,,
Jordan Stout,P,24,0,0,1,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,
Joshua Williams,CB,22,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,29,1,
Bailey Zappe,QB,23,0,0,0,2,2,4,65,92,781,5,3,10,0,0,1,-6,0,,,
Cobie Durant,DB,24,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,15,3,1
Khalil Shakir,WR,22,0,0,0,2,2,14,0,0,0,0,0,0,0,0,10,161,1,1,,
Zyon McCollum,DB,23,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,18,,
Kyren Williams,RB,22,0,0,0,2,2,10,0,0,0,0,0,35,139,0,9,76,0,2,,
Samuel Womack,CB,23,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,13,1,
Christian Benford,DB,21,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,17,1,
Derion Kendrick,DB,22,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,36,,
Ja'Sir Taylor,DB,23,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,13,,
James Houston,LB,23,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,11,,8
Christian Holmes,CB,24,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,8,,
Christian Matthew,DB,25,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,12,,
Skylar Thompson,QB,25,0,0,0,2,2,7,60,105,534,1,3,14,21,0,0,0,0,,,
Trenton Gill,P,23,0,0,1,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,
Payton Turner,DE,23,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,20,,3
Kelvin Joseph,DB,20,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,30,,
D'Wayne Eskridge,WR,24,0,0,0,2,2,20,0,0,0,0,0,6,69,0,17,122,1,1,,
Aaron Robinson,DB,23,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,21,,
Dyami Brown,WR,21,0,0,0,2,2,30,0,0,0,0,0,2,11,0,17,308,2,2,,
Amari Rodgers,WR,21,0,0,0,2,1,32,0,0,0,0,0,3,18,0,20,249,1,3,,
Patrick Jones II,DL,22,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,20,,4
Anthony Schwartz,WR,21,0,0,0,2,2,25,0,0,0,0,0,10,96,1,14,186,1,3,,
Nahshon Wright,DB,22,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,24,1,
Ifeatu Melifonwu,DB,22,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,21,,0.5
Jabril Cox,LB,23,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,5,,
Bobby Brown,DL,21,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,5,,
Chris Rumph,DE,22,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,15,,3
Zech McPhearson,DB,23,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,19,,1
Tommy Togiai,DT,21,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,12,,1
Jamien Sherwood,DB,21,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,20,,0.5
Brevin Jordan,TE,21,0,0,0,2,2,20,0,0,0,0,0,0,0,0,34,306,3,1,,
Brenden Jaimes,OL,22,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,,,
K.J. Britt,LB,22,0,0,0,2,2,29,0,0,0,0,0,0,0,0,0,0,0,12,,
Avery Williams,CB,23,0,0,0,2,2,32,0,0,0,0,0,22,109,1,13,61,0,11,,
Nick Niemann,LB,23,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,15,1,
Hamsah Nasirildeen,DB,22,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,5,,
Chris Evans,RB,23,0,0,0,2,2,26,0,0,0,0,0,17,77,0,18,189,3,4,,
Victor Dimukeje,DE,21,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,12,,
Demetric Felton,RB,23,0,0,0,2,2,24,0,0,0,0,0,8,20,0,20,189,2,3,,
Rachad Wildgoose,CB,21,0,0,0,2,,20,0,0,0,0,0,0,0,0,0,0,0,13,,
Quincy Roche,DL,23,0,0,0,2,,17,0,0,0,0,0,0,0,0,0,0,0,23,,2.5
Sam Ehlinger,QB,22,0,0,0,2,2,7,64,101,573,3,3,20,96,0,0,0,0,,,
Camaron Cheeseman,LS,23,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,,,
Israel Mukuamu,DB,21,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,12,1,
Jack Anderson,OL,22,0,0,0,2,,14,0,0,0,0,0,0,0,0,0,0,0,,,
Matt Farniok,G,23,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,1,,
Shaka Toney,DE,23,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,6,,1.5
Grant Stuard,LB,22,0,0,0,2,1,32,0,0,0,0,0,0,0,0,0,0,0,17,,
Damon Arnette,CB,24,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,23,,
Ke'Shawn Vaughn,RB,23,0,0,0,2,2,37,0,0,0,0,0,79,342,2,12,79,1,,,
Lynn Bowden Jr.,WR,22,0,0,0,2,,11,1,2,32,0,0,9,32,0,28,211,0,,,
Darrynton Evans,RB,22,0,0,0,2,1,12,0,0,0,0,0,30,125,0,5,71,1,2,,
McTelvin Agim,DT,22,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,4,,1.5
Terrell Burgess,S,21,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,18,,
La'Mical Perine,RB,22,0,0,0,2,2,14,0,0,0,0,0,72,263,2,11,63,0,,,
John Reid,CB,24,0,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,23,,
Khalid Kareem,DE,22,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,14,,1
Keith Ismael,C,22,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,,,
Nick Harris,C,21,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,1,,
Harrison Hand,CB,21,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,28,1,
Jake Luton,QB,24,0,0,0,2,2,3,60,110,624,2,6,1,13,1,0,0,0,,,
Jordan Glasgow,LB,24,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,10,,
Stantley Thomas-Oliver,CB,22,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,12,,
Clay Johnston,LB,24,0,0,0,2,,31,0,0,0,0,0,0,0,0,0,0,0,17,,
Chapelle Russell,LB,23,0,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,10,,
Chris Jackson,S,22,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,44,,
Marquise Blair,S,22,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,34,,
JJ Arcega-Whiteside,WR,22,0,0,0,2,2,40,0,0,0,0,0,0,0,0,16,290,1,4,,
Josh Oliver,TE,22,0,0,1,2,0,35,0,0,0,0,0,0,0,0,26,230,2,3,,
Ryan Finley,QB,24,0,0,0,2,2,8,58,119,638,3,4,21,143,1,0,0,0,,,
Renell Wren,DT,23,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,4,,
Ryquell Armstead,RB,22,0,0,0,2,2,18,0,0,0,0,0,50,188,0,17,160,2,1,,
Zach Gentry,TE,22,0,0,2,2,2,40,0,0,0,0,0,0,0,0,39,303,0,1,,
Ben Burr-Kirven,LB,21,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,10,,
Lamont Gaillard,C,23,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,,,
Corey Ballentine,CB,23,0,0,0,2,2,40,0,0,0,0,0,0,0,0,0,0,0,42,,
Trayveon Williams,RB,21,0,0,0,2,2,34,0,0,0,0,0,47,238,0,8,64,0,6,,
Emeke Egbule,LB,22,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,9,,
Ulysees Gilbert,LB,22,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,20,,
Darwin Thompson,RB,22,0,0,0,2,2,26,0,0,0,0,0,64,225,2,16,108,1,3,,
Joshua Miles,T,23,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,
Dakota Allen,LB,23,0,0,0,2,,38,0,0,0,0,0,0,0,0,0,0,0,19,,
Derrius Guice,RB,21,0,0,0,2,2,5,0,0,0,0,0,42,245,2,7,79,1,,,
Andrew Brown,DE,22,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,13,,1
Johnny Townsend,P,23,0,0,0,2,2,21,0,0,0,0,0,1,42,0,0,0,0,1,,
Parry Nickerson,CB,23,0,0,0,2,1,25,0,0,0,0,0,0,0,0,0,0,0,23,,
Trenton Cannon,RB,24,0,0,0,2,2,48,0,0,0,0,0,51,150,1,20,160,0,22,,
Jordan Thomas,TE,22,0,0,1,2,2,27,0,0,0,0,0,0,0,0,22,226,5,,,
Marcell Ateman,WR,23,0,0,0,2,2,19,0,0,0,0,0,0,0,0,20,270,1,,,
Bo Scarbrough,RB,23,0,0,0,2,,7,0,0,0,0,0,95,408,1,1,5,0,,,
Greg Stroman,CB,22,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,35,2,
Trey Quinn,WR,22,0,0,0,2,2,16,0,0,0,0,0,1,0,0,35,273,2,,,
Tim Williams,OLB,23,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2
Zach Banner,T,23,0,0,0,2,,30,0,0,0,0,0,0,0,0,0,0,0,,,
Corn Elder,CB,22,0,0,0,2,2,35,0,0,0,0,0,0,0,0,0,0,0,36,,
Jeremy Sprinkle,TE,23,0,0,2,2,2,76,0,0,0,0,0,0,0,0,37,332,3,8,,
Ukeme Eligwe,LB,23,0,0,0,2,1,24,0,0,0,0,0,0,0,0,0,0,0,9,,1
Caleb Brantley,DT,23,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2
Shalom Luani,S,23,0,0,0,2,1,31,0,0,0,0,0,0,0,0,0,0,0,21,,
Paxton Lynch,QB,22,0,0,0,2,2,5,79,128,792,4,4,16,55,0,0,0,0,,,
Kevin Dodd,DE,24,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,9,,1
Bronson Kaufusi,DE,25,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,4,,0.5
KeiVarae Russell,CB,22,0,0,0,2,,23,0,0,0,0,0,0,0,0,0,0,0,20,1,
Braxton Miller,WR,23,0,0,1,2,2,21,0,0,0,0,0,4,1,0,34,261,2,,,
Leonte Carroo,WR,22,0,0,0,2,2,37,0,0,0,0,0,1,14,0,12,192,2,2,,
Vincent Valentine,DT,22,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,11,,1
Tyler Ervin,RB,22,0,0,0,2,0,43,0,0,0,0,0,19,92,0,27,186,0,4,,
Jerald Hawkins,T,22,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,,,
Deiondre' Hall,CB,22,0,0,0,2,1,23,0,0,0,0,0,0,0,0,0,0,0,10,1,
Christian Westerman,G,23,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,
Kevin Hogan,QB,23,0,0,0,2,,9,60,101,621,4,7,18,176,1,0,0,0,,,
Trevor Davis,WR,23,0,0,0,2,1,43,0,0,0,0,0,6,86,1,16,205,1,7,,
Antwione Williams,LB,23,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,17,,
Cole Toner,T,22,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,,,
Andy Janovich,FB,23,0,0,1,2,2,77,0,0,0,0,0,17,55,4,27,255,1,17,,
Jerell Adams,TE,23,0,0,0,2,2,30,0,0,0,0,0,0,0,0,24,214,1,3,,
Josh Forrest,ILB,24,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,6,,
Kyle Murphy,T,22,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,,,
Harlan Miller,CB,22,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,9,1,
Mike Thomas,WR,22,0,0,0,2,1,76,0,0,0,0,0,1,1,0,30,366,1,13,,
Devin Smith,WR,23,0,0,0,2,1,22,0,0,0,0,0,0,0,0,15,248,2,3,,
Jaelen Strong,WR,21,0,0,0,2,2,20,0,0,0,0,0,0,0,0,31,330,4,,,
Sean Mannion,QB,23,0,0,0,2,1,14,67,110,573,1,3,25,-3,0,0,0,0,,,
Rashad Greene,WR,22,0,0,0,2,2,25,0,0,0,0,0,0,0,0,30,185,2,,,
Keith Mumphery,WR,23,0,0,0,2,2,27,0,0,0,0,0,0,0,0,24,198,0,5,,
Aaron Ripkowski,FB,22,0,0,0,2,2,47,0,0,0,0,0,39,163,2,17,103,1,9,,
Neal Sterling,WR,23,0,0,0,2,1,35,0,0,0,0,0,0,0,0,24,239,0,3,,
Deon Simon,NT,25,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,12,,1.5
Marcus Murphy,RB,23,0,0,0,2,1,28,0,0,0,0,0,60,291,0,14,36,0,2,,
Dexter McDonald,CB,23,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,42,,
Ego Ferguson,DT,22,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2
Scott Crichton,DE,22,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,8,,
Dexter McDougle,DB,23,0,0,0,2,1,31,0,0,0,0,0,0,0,0,0,0,0,13,,
Brock Vereen,DB,22,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,30,1,
Prince Shembo,LB,22,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,33,,
Cyril Richardson,G,23,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,,,
Lamin Barrow,LB,23,0,0,0,2,1,32,0,0,0,0,0,0,0,0,0,0,0,10,,
Keith Reaser,DB,23,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,34,,1
Demetri Goodson,DB,25,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,22,,
Eric Pinkins,DB,23,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,2,,
Garrett Gilbert,QB,23,0,0,0,2,,8,43,75,477,1,1,6,25,0,0,0,0,,,
Randell Johnson,LB,23,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,5,,
Ulrick John,OL,22,0,0,0,2,,10,0,0,0,0,0,0,0,0,0,0,0,,,
Jeff Janis,WR,23,0,0,0,2,2,51,0,0,0,0,0,2,38,1,17,200,1,20,,
James Wright,WR,22,0,0,0,2,2,24,0,0,0,0,0,5,24,0,18,197,0,9,,
Demetrius Rhaney,OL,22,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,,,
Gavin Escobar,TE,22,0,0,0,2,2,64,0,0,0,0,0,0,0,0,30,333,8,5,,
Leon McFadden,DB,22,0,0,0,2,1,34,0,0,0,0,0,0,0,0,0,0,0,25,,
Phillip Thomas,DB,24,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,19,,
Montori Hughes,DT,23,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,15,,
Jonathan Meeks,DB,23,0,0,0,2,2,38,0,0,0,0,0,0,0,0,0,0,0,22,,
Stansly Maponga,DE,22,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,4,,1
Tavarres King,WR,23,0,0,0,2,,17,0,0,0,0,0,2,3,0,22,303,3,,,
Nick Moody,LB,23,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,20,,
Mike James,RB,22,0,0,0,2,2,23,1,1,2,1,0,83,351,0,15,60,0,,,
Cobi Hamilton,WR,22,0,0,1,2,0,14,0,0,0,0,0,0,0,0,18,242,2,1,,
Ryan Seymour,G,23,0,0,0,2,,12,0,0,0,0,0,0,0,0,0,0,0,,,
